54.683	25.317	543071
54.900	23.900	336817
55.717	21.117	177823
54.950	25.067	120934
55.733	24.350	109034
54.400	24.050	63651
54.517	25.317	44910
55.400	24.700	38840
55.083	24.283	33178
55.500	25.600	31142
55.283	23.967	29850
55.983	22.250	29119
55.600	26.417	26805
55.250	22.283	26444
55.250	24.750	25886
55.917	21.850	22311
55.883	21.250	20776
55.350	21.483	19751
55.483	24.150	18453
55.917	21.050	17244
55.717	21.400	16314
54.017	23.967	15547
54.411	24.018	14960
55.967	25.583	14947
56.200	24.750	13780
54.767	24.633	13248
54.817	23.867	12938
56.000	22.933	12721
55.067	22.767	12510
54.650	23.033	12483
55.367	23.117	11644
55.533	25.100	11400
54.650	25.050	11277
54.683	25.083	11121
56.317	22.900	10733
54.633	23.950	10489
54.395	23.997	10489
55.067	25.650	10312
55.633	22.933	9984
54.217	24.567	9771
54.867	24.450	9395
56.067	24.400	7997
55.833	24.967	7833
55.733	26.250	7349
56.267	21.533	6920
55.233	25.417	6771
54.450	23.294	6658
55.050	24.950	6654
54.300	25.383	6402
54.893	23.917	6330
54.550	22.800	6286
55.000	25.783	5995
55.167	26.000	5950
55.467	22.200	5843
55.350	26.167	5839
54.850	25.483	5830
54.650	22.750	5797
55.150	26.167	5479
55.967	23.867	5460
54.633	24.933	5172
54.767	24.800	4868
54.400	23.233	4811
54.233	23.517	4697
55.367	21.067	3846
55.733	21.933	3727
54.800	24.450	3647
54.167	25.000	3478
55.267	23.467	3188
54.617	24.033	3074
55.767	23.767	2975
56.200	22.700	2743
55.600	23.200	2516
55.517	23.267	2491
54.517	24.833	2403
55.050	23.583	2289
56.233	22.517	2115
55.150	21.900	2108
55.317	23.133	1981
54.844	24.172	1960
55.239	22.250	1891
54.883	23.617	1889
54.463	22.520	1875
55.083	22.983	1824
55.417	22.617	1815
55.400	22.583	1815
56.067	21.567	1714
56.083	23.983	1679
54.400	23.650	1648
55.517	24.300	1645
55.550	21.317	1594
54.947	24.031	1583
54.100	23.700	1485
54.600	25.175	1387
54.367	24.333	1343
56.033	24.167	1318
55.908	21.283	1254
54.600	24.167	1234
55.933	25.800	1204
54.925	23.808	1196
55.781	24.361	1158
54.633	22.817	1155
55.750	22.367	1145
56.167	22.100	1129
55.967	24.750	1072
54.450	25.133	1046
55.733	24.783	1036
55.739	25.828	1000
54.992	23.950	973
55.700	24.383	962
54.544	23.417	912
55.533	26.333	908
56.017	25.217	903
56.331	22.314	868
55.922	23.422	856
55.783	22.650	788
54.606	23.400	786
54.858	23.872	783
54.036	24.031	782
55.750	25.850	778
55.047	24.942	744
54.844	23.883	742
54.742	23.664	727
55.772	23.731	711
55.144	23.789	705
56.219	24.722	703
55.653	23.769	698
55.300	21.669	693
54.808	25.239	689
55.981	25.711	678
54.397	25.356	670
55.433	24.917	664
54.431	23.403	653
55.794	21.372	650
55.669	24.369	649
54.561	23.406	648
55.714	24.400	638
55.531	23.964	621
55.806	25.036	620
54.381	25.383	620
56.078	24.364	615
55.167	21.814	606
56.111	24.489	603
54.503	23.372	602
54.861	23.069	589
54.383	24.133	588
55.986	23.881	576
55.117	23.817	573
54.725	23.200	571
55.872	23.492	569
55.083	22.583	569
54.639	22.975	569
56.131	24.478	552
54.919	23.817	552
55.533	25.281	545
54.836	24.589	530
55.378	22.969	518
55.047	23.589	506
55.731	21.431	501
56.008	21.353	500
54.525	25.264	498
54.225	23.497	493
56.333	22.881	490
55.761	24.900	485
56.014	22.908	481
56.247	22.869	477
55.936	23.244	472
54.636	22.822	465
55.792	24.444	463
54.733	23.011	459
55.714	21.367	458
54.681	25.531	457
54.553	23.286	457
55.656	22.919	452
55.767	24.083	446
55.350	23.547	443
55.086	22.581	440
54.550	25.286	439
54.758	24.842	437
55.942	23.717	436
54.628	23.047	434
54.881	23.261	432
56.250	21.942	430
55.725	23.714	430
54.908	25.586	424
54.975	25.850	423
55.769	23.844	422
54.661	22.847	422
55.153	21.986	416
56.344	23.308	415
56.339	21.858	415
54.369	23.883	415
54.872	25.792	414
56.114	24.350	412
56.175	23.044	411
54.500	23.458	411
54.975	24.075	410
55.658	23.786	406
54.753	24.758	404
55.556	24.622	402
54.547	23.072	400
55.653	22.967	398
56.200	22.669	397
55.728	21.400	396
54.853	23.889	394
55.219	24.039	393
54.878	25.242	390
55.392	23.042	389
56.192	24.836	387
54.461	23.692	387
54.631	23.089	386
55.719	21.947	382
54.306	24.964	381
54.667	23.186	376
56.158	24.442	375
56.122	21.764	373
56.092	23.664	373
55.403	22.897	373
54.675	23.947	373
54.897	25.481	369
55.578	24.900	368
56.342	22.328	367
56.061	24.156	367
55.967	24.425	367
55.492	24.486	366
56.247	22.519	363
55.714	24.256	363
54.814	23.892	363
54.356	24.639	363
55.703	21.933	362
54.903	22.844	361
54.350	24.844	359
55.656	23.256	357
54.717	23.100	357
56.336	23.664	356
56.272	22.789	356
55.069	22.550	356
54.828	24.183	356
54.111	24.025	353
56.178	21.669	351
55.589	24.856	351
54.769	24.439	351
55.845	24.973	350
55.261	23.214	348
55.642	24.592	346
54.492	23.203	346
